sessid,subjid,channo,clusid,sitename,regionname,hemisphere,clustype
18,34,74,2,RMH,HC,R,SU
18,34,74,3,RMH,HC,R,MU
18,34,74,4,RMH,HC,R,MU
18,34,74,5,RMH,HC,R,SU
18,34,75,1,RMH,HC,R,MU
18,34,76,1,RMH,HC,R,MU
18,34,77,1,RMH,HC,R,MU
18,34,78,1,RMH,HC,R,SU
18,34,78,2,RMH,HC,R,SU
18,34,78,3,RMH,HC,R,MU
18,34,79,1,RMH,HC,R,MU
18,34,79,2,RMH,HC,R,MU
18,34,80,1,RMH,HC,R,MU
18,34,80,2,RMH,HC,R,MU
18,34,80,3,RMH,HC,R,MU
19,34,4,1,LA,AM,L,MU
19,34,4,2,LA,AM,L,SU
19,34,5,1,LA,AM,L,MU
19,34,6,1,LA,AM,L,MU
19,34,7,1,LA,AM,L,MU
19,34,13,2,LAH,HC,L,MU
19,34,26,1,LMH,HC,L,MU
19,34,27,1,LMH,HC,L,MU
19,34,27,2,LMH,HC,L,SU
19,34,29,1,LMH,HC,L,MU
19,34,30,1,LMH,HC,L,MU
19,34,33,1,LPH,HC,L,MU
19,34,34,1,LPH,HC,L,MU
19,34,34,2,LPH,HC,L,MU
19,34,35,1,LPH,HC,L,MU
19,34,47,1,LPHC,PHC,L,MU
19,34,49,1,RA,AM,R,SU
19,34,49,2,RA,AM,R,MU
19,34,50,1,RA,AM,R,MU
19,34,51,1,RA,AM,R,MU
19,34,52,1,RA,AM,R,MU
19,34,52,2,RA,AM,R,SU
19,34,54,1,RA,AM,R,SU
19,34,56,1,RA,AM,R,MU
19,34,57,1,RAH,HC,R,MU
19,34,58,1,RAH,HC,R,MU
19,34,60,1,RAH,HC,R,MU
19,34,60,2,RAH,HC,R,SU
19,34,61,1,RAH,HC,R,MU
19,34,62,1,RAH,HC,R,MU
19,34,62,2,RAH,HC,R,SU
19,34,64,1,RAH,HC,R,MU
19,34,66,1,REC,EC,R,MU
19,34,69,1,REC,EC,R,MU
19,34,73,2,RMH,HC,R,MU
19,34,74,1,RMH,HC,R,SU
19,34,75,1,RMH,HC,R,MU
19,34,76,1,RMH,HC,R,MU
19,34,77,1,RMH,HC,R,MU
19,34,78,1,RMH,HC,R,MU
19,34,79,1,RMH,HC,R,MU
19,34,80,1,RMH,HC,R,MU
19,34,91,1,RPHC,PHC,R,MU
19,34,92,1,RPHC,PHC,R,SU
19,34,96,1,RPHC,PHC,R,MU
20,35,1,1,LA,AM,L,MU
20,35,1,2,LA,AM,L,MU
20,35,2,1,LA,AM,L,MU
20,35,2,2,LA,AM,L,SU
20,35,2,3,LA,AM,L,SU
20,35,3,1,LA,AM,L,MU
20,35,3,2,LA,AM,L,SU
20,35,3,3,LA,AM,L,SU
20,35,4,1,LA,AM,L,MU
20,35,4,2,LA,AM,L,SU
20,35,5,1,LA,AM,L,MU
20,35,5,2,LA,AM,L,SU
20,35,5,3,LA,AM,L,MU
20,35,6,1,LA,AM,L,SU
20,35,6,2,LA,AM,L,MU
20,35,6,3,LA,AM,L,MU
20,35,7,1,LA,AM,L,MU
20,35,7,2,LA,AM,L,MU
20,35,7,3,LA,AM,L,SU
20,35,8,1,LA,AM,L,SU
20,35,8,2,LA,AM,L,MU
20,35,8,3,LA,AM,L,MU
20,35,9,1,LAH,HC,L,MU
20,35,9,2,LAH,HC,L,SU
20,35,14,1,LAH,HC,L,MU
20,35,15,1,LAH,HC,L,MU
20,35,17,1,LEC,EC,L,MU
20,35,17,2,LEC,EC,L,SU
20,35,17,3,LEC,EC,L,SU
20,35,18,1,LEC,EC,L,SU
20,35,18,2,LEC,EC,L,MU
20,35,18,3,LEC,EC,L,MU
20,35,18,4,LEC,EC,L,MU
20,35,19,1,LEC,EC,L,MU
20,35,19,2,LEC,EC,L,SU
20,35,19,3,LEC,EC,L,MU
20,35,20,1,LEC,EC,L,MU
20,35,20,2,LEC,EC,L,SU
20,35,20,3,LEC,EC,L,SU
20,35,20,4,LEC,EC,L,SU
20,35,21,1,LEC,EC,L,MU
20,35,22,1,LEC,EC,L,SU
20,35,22,2,LEC,EC,L,MU
20,35,22,3,LEC,EC,L,SU
20,35,23,1,LEC,EC,L,MU
20,35,23,2,LEC,EC,L,SU
20,35,24,1,LEC,EC,L,MU
20,35,24,2,LEC,EC,L,MU
20,35,24,3,LEC,EC,L,MU
20,35,25,1,LMH,HC,L,MU
20,35,26,1,LMH,HC,L,MU
20,35,27,1,LMH,HC,L,MU
20,35,28,1,LMH,HC,L,MU
20,35,29,1,LMH,HC,L,MU
20,35,30,1,LMH,HC,L,MU
20,35,31,1,LMH,HC,L,MU
20,35,32,1,LMH,HC,L,MU
20,35,33,1,LPH,HC,L,MU
20,35,33,2,LPH,HC,L,MU
20,35,34,1,LPH,HC,L,MU
20,35,38,1,LPH,HC,L,MU
20,35,39,1,LPH,HC,L,MU
20,35,41,1,LPHC,PHC,L,SU
20,35,41,2,LPHC,PHC,L,MU
20,35,42,1,LPHC,PHC,L,MU
20,35,42,2,LPHC,PHC,L,SU
20,35,43,1,LPHC,PHC,L,MU
20,35,43,2,LPHC,PHC,L,SU
20,35,43,3,LPHC,PHC,L,SU
20,35,44,1,LPHC,PHC,L,MU
20,35,45,1,LPHC,PHC,L,MU
20,35,46,1,LPHC,PHC,L,MU
20,35,46,2,LPHC,PHC,L,SU
20,35,46,3,LPHC,PHC,L,SU
20,35,47,1,LPHC,PHC,L,MU
20,35,47,2,LPHC,PHC,L,SU
20,35,47,3,LPHC,PHC,L,MU
20,35,48,1,LPHC,PHC,L,MU
20,35,48,2,LPHC,PHC,L,MU
20,35,48,3,LPHC,PHC,L,SU
20,35,57,1,RAH,HC,R,MU
20,35,57,2,RAH,HC,R,MU
20,35,57,3,RAH,HC,R,SU
20,35,58,1,RAH,HC,R,MU
20,35,58,2,RAH,HC,R,MU
20,35,58,3,RAH,HC,R,MU
20,35,58,4,RAH,HC,R,SU
20,35,60,1,RAH,HC,R,MU
20,35,60,2,RAH,HC,R,SU
20,35,60,3,RAH,HC,R,SU
20,35,61,1,RAH,HC,R,SU
20,35,61,2,RAH,HC,R,SU
20,35,62,1,RAH,HC,R,MU
20,35,62,2,RAH,HC,R,SU
20,35,63,1,RAH,HC,R,SU
20,35,63,2,RAH,HC,R,MU
20,35,63,3,RAH,HC,R,MU
20,35,63,4,RAH,HC,R,SU
20,35,64,1,RAH,HC,R,MU
20,35,64,2,RAH,HC,R,MU
20,35,65,1,REC,EC,R,MU
20,35,65,2,REC,EC,R,MU
20,35,65,3,REC,EC,R,SU
20,35,66,1,REC,EC,R,SU
20,35,66,2,REC,EC,R,MU
20,35,66,3,REC,EC,R,MU
20,35,67,1,REC,EC,R,MU
20,35,67,2,REC,EC,R,SU
20,35,67,3,REC,EC,R,SU
20,35,68,1,REC,EC,R,MU
20,35,68,2,REC,EC,R,MU
20,35,69,1,REC,EC,R,MU
20,35,70,1,REC,EC,R,MU
20,35,70,2,REC,EC,R,MU
20,35,70,3,REC,EC,R,SU
20,35,71,1,REC,EC,R,MU
20,35,72,1,REC,EC,R,MU
20,35,72,2,REC,EC,R,MU
20,35,72,3,REC,EC,R,SU
20,35,73,1,RMH,HC,R,MU
20,35,76,1,RMH,HC,R,MU
20,35,76,2,RMH,HC,R,MU
20,35,76,3,RMH,HC,R,SU
20,35,81,1,RPH,HC,R,MU
20,35,82,1,RPH,HC,R,MU
20,35,83,1,RPH,HC,R,MU
20,35,84,1,RPH,HC,R,MU
20,35,87,1,RPH,HC,R,MU
20,35,89,1,RPHC,PHC,R,MU
20,35,90,1,RPHC,PHC,R,MU
20,35,90,2,RPHC,PHC,R,SU
20,35,90,3,RPHC,PHC,R,SU
20,35,91,1,RPHC,PHC,R,SU
20,35,92,1,RPHC,PHC,R,MU
20,35,92,2,RPHC,PHC,R,MU
20,35,92,3,RPHC,PHC,R,SU
20,35,94,1,RPHC,PHC,R,MU
20,35,94,2,RPHC,PHC,R,SU
20,35,94,3,RPHC,PHC,R,SU
20,35,94,4,RPHC,PHC,R,SU
20,35,95,1,RPHC,PHC,R,MU
20,35,96,1,RPHC,PHC,R,SU
20,35,96,2,RPHC,PHC,R,MU
21,35,1,1,LA,AM,L,MU
21,35,2,1,LA,AM,L,MU
21,35,3,1,LA,AM,L,MU
21,35,3,2,LA,AM,L,SU
21,35,4,1,LA,AM,L,MU
21,35,5,1,LA,AM,L,MU
21,35,5,2,LA,AM,L,SU
21,35,5,3,LA,AM,L,SU
21,35,6,1,LA,AM,L,MU
21,35,6,2,LA,AM,L,SU
21,35,7,1,LA,AM,L,MU
21,35,7,2,LA,AM,L,SU
21,35,8,1,LA,AM,L,MU
21,35,9,1,LAH,HC,L,MU
21,35,11,1,LAH,HC,L,MU
21,35,12,1,LAH,HC,L,MU
21,35,13,1,LAH,HC,L,MU
21,35,14,1,LAH,HC,L,MU
21,35,15,1,LAH,HC,L,MU
21,35,17,1,LEC,EC,L,MU
21,35,18,1,LEC,EC,L,MU
21,35,19,1,LEC,EC,L,MU
21,35,20,1,LEC,EC,L,MU
21,35,20,2,LEC,EC,L,MU
21,35,21,1,LEC,EC,L,MU
21,35,22,1,LEC,EC,L,MU
21,35,23,1,LEC,EC,L,MU
21,35,24,1,LEC,EC,L,MU
21,35,24,2,LEC,EC,L,SU
21,35,25,1,LMH,HC,L,MU
21,35,26,1,LMH,HC,L,MU
21,35,27,1,LMH,HC,L,MU
21,35,28,1,LMH,HC,L,MU
21,35,29,1,LMH,HC,L,MU
21,35,30,1,LMH,HC,L,MU
21,35,31,1,LMH,HC,L,MU
21,35,32,1,LMH,HC,L,MU
21,35,33,1,LPH,HC,L,MU
21,35,34,1,LPH,HC,L,MU
21,35,34,2,LPH,HC,L,MU
21,35,35,1,LPH,HC,L,MU
21,35,36,1,LPH,HC,L,MU
21,35,37,1,LPH,HC,L,MU
21,35,38,1,LPH,HC,L,MU
21,35,39,1,LPH,HC,L,MU
21,35,40,1,LPH,HC,L,MU
21,35,40,2,LPH,HC,L,MU
21,35,41,1,LPHC,PHC,L,MU
21,35,41,2,LPHC,PHC,L,MU
21,35,42,1,LPHC,PHC,L,MU
21,35,43,1,LPHC,PHC,L,MU
21,35,44,1,LPHC,PHC,L,MU
21,35,45,1,LPHC,PHC,L,MU
21,35,47,1,LPHC,PHC,L,MU
21,35,48,1,LPHC,PHC,L,SU
21,35,48,2,LPHC,PHC,L,MU
21,35,49,1,RA,AM,R,MU
21,35,50,1,RA,AM,R,MU
21,35,51,1,RA,AM,R,MU
21,35,54,1,RA,AM,R,MU
21,35,55,1,RA,AM,R,MU
21,35,55,2,RA,AM,R,SU
21,35,57,1,RAH,HC,R,MU
21,35,58,1,RAH,HC,R,MU
21,35,60,1,RAH,HC,R,MU
21,35,60,2,RAH,HC,R,SU
21,35,61,1,RAH,HC,R,MU
21,35,62,1,RAH,HC,R,MU
21,35,63,1,RAH,HC,R,MU
21,35,64,1,RAH,HC,R,MU
21,35,65,1,REC,EC,R,MU
21,35,65,2,REC,EC,R,SU
21,35,66,1,REC,EC,R,MU
21,35,67,1,REC,EC,R,MU
21,35,68,1,REC,EC,R,MU
21,35,69,1,REC,EC,R,MU
21,35,69,2,REC,EC,R,SU
21,35,70,1,REC,EC,R,MU
21,35,71,1,REC,EC,R,MU
21,35,72,1,REC,EC,R,MU
21,35,72,2,REC,EC,R,SU
21,35,72,3,REC,EC,R,MU
21,35,73,1,RMH,HC,R,MU
21,35,74,1,RMH,HC,R,MU
21,35,74,2,RMH,HC,R,MU
21,35,76,1,RMH,HC,R,MU
21,35,78,1,RMH,HC,R,MU
21,35,81,1,RPH,HC,R,MU
21,35,82,1,RPH,HC,R,MU
21,35,83,1,RPH,HC,R,MU
21,35,84,1,RPH,HC,R,MU
21,35,85,1,RPH,HC,R,MU
21,35,86,1,RPH,HC,R,MU
21,35,87,1,RPH,HC,R,MU
21,35,88,1,RPH,HC,R,MU
21,35,89,1,RPHC,PHC,R,MU
21,35,90,1,RPHC,PHC,R,MU
21,35,91,1,RPHC,PHC,R,MU
21,35,92,1,RPHC,PHC,R,MU
21,35,93,1,RPHC,PHC,R,MU
21,35,96,1,RPHC,PHC,R,MU
22,37,1,1,LA,AM,L,MU
22,37,1,2,LA,AM,L,SU
22,37,1,3,LA,AM,L,SU
22,37,1,4,LA,AM,L,MU
22,37,2,1,LA,AM,L,MU
22,37,2,2,LA,AM,L,MU
22,37,2,3,LA,AM,L,MU
22,37,3,1,LA,AM,L,MU
22,37,3,2,LA,AM,L,SU
22,37,3,3,LA,AM,L,SU
22,37,4,1,LA,AM,L,SU
22,37,5,1,LA,AM,L,MU
22,37,5,2,LA,AM,L,SU
22,37,6,1,LA,AM,L,MU
22,37,6,2,LA,AM,L,MU
22,37,6,3,LA,AM,L,SU
22,37,6,4,LA,AM,L,MU
22,37,7,1,LA,AM,L,MU
22,37,7,2,LA,AM,L,SU
22,37,7,3,LA,AM,L,MU
22,37,7,4,LA,AM,L,SU
22,37,7,5,LA,AM,L,SU
22,37,8,1,LA,AM,L,MU
22,37,8,2,LA,AM,L,SU
22,37,10,1,LAH,HC,L,SU
22,37,12,1,LAH,HC,L,SU
22,37,12,2,LAH,HC,L,MU
22,37,12,3,LAH,HC,L,MU
22,37,12,4,LAH,HC,L,SU
22,37,12,5,LAH,HC,L,MU
22,37,12,6,LAH,HC,L,SU
22,37,14,1,LAH,HC,L,MU
22,37,14,2,LAH,HC,L,SU
22,37,14,3,LAH,HC,L,SU
22,37,14,4,LAH,HC,L,SU
22,37,15,1,LAH,HC,L,MU
22,37,15,2,LAH,HC,L,SU
22,37,15,3,LAH,HC,L,SU
22,37,15,4,LAH,HC,L,SU
22,37,16,1,LAH,HC,L,MU
22,37,17,1,LEC,EC,L,MU
22,37,17,2,LEC,EC,L,MU
22,37,17,3,LEC,EC,L,MU
22,37,18,1,LEC,EC,L,MU
22,37,18,2,LEC,EC,L,MU
22,37,18,3,LEC,EC,L,SU
22,37,19,1,LEC,EC,L,MU
22,37,19,2,LEC,EC,L,MU
22,37,19,3,LEC,EC,L,SU
22,37,20,1,LEC,EC,L,MU
22,37,20,2,LEC,EC,L,SU
22,37,20,3,LEC,EC,L,SU
22,37,21,1,LEC,EC,L,MU
22,37,22,1,LEC,EC,L,MU
22,37,22,2,LEC,EC,L,SU
22,37,22,3,LEC,EC,L,MU
22,37,22,4,LEC,EC,L,SU
22,37,22,5,LEC,EC,L,SU
22,37,23,1,LEC,EC,L,SU
22,37,23,2,LEC,EC,L,MU
22,37,23,3,LEC,EC,L,SU
22,37,23,5,LEC,EC,L,SU
22,37,24,1,LEC,EC,L,MU
22,37,24,2,LEC,EC,L,SU
22,37,24,3,LEC,EC,L,SU
22,37,25,1,LMH,HC,L,MU
22,37,33,1,LPHC,PHC,L,MU
22,37,33,2,LPHC,PHC,L,SU
22,37,33,3,LPHC,PHC,L,SU
22,37,34,1,LPHC,PHC,L,MU
22,37,34,2,LPHC,PHC,L,SU
22,37,34,3,LPHC,PHC,L,MU
22,37,35,1,LPHC,PHC,L,MU
22,37,35,2,LPHC,PHC,L,MU
22,37,35,3,LPHC,PHC,L,SU
22,37,35,4,LPHC,PHC,L,SU
22,37,36,1,LPHC,PHC,L,MU
22,37,37,1,LPHC,PHC,L,SU
22,37,38,1,LPHC,PHC,L,SU
22,37,39,1,LPHC,PHC,L,MU
22,37,39,2,LPHC,PHC,L,SU
22,37,40,1,LPHC,PHC,L,MU
22,37,40,2,LPHC,PHC,L,SU
22,37,40,3,LPHC,PHC,L,MU
22,37,44,1,RA,AM,R,MU
22,37,46,1,RA,AM,R,SU
22,37,49,1,RAH,HC,R,MU
22,37,56,1,RAH,HC,R,SU
22,37,57,1,REC,EC,R,MU
22,37,58,1,REC,EC,R,MU
22,37,58,2,REC,EC,R,MU
22,37,58,3,REC,EC,R,SU
22,37,59,1,REC,EC,R,MU
22,37,59,2,REC,EC,R,MU
22,37,59,3,REC,EC,R,SU
22,37,60,1,REC,EC,R,MU
22,37,60,2,REC,EC,R,MU
22,37,60,3,REC,EC,R,SU
22,37,60,4,REC,EC,R,MU
22,37,60,5,REC,EC,R,SU
22,37,61,1,REC,EC,R,MU
22,37,61,2,REC,EC,R,SU
22,37,61,3,REC,EC,R,SU
22,37,62,1,REC,EC,R,MU
22,37,62,2,REC,EC,R,SU
22,37,62,3,REC,EC,R,MU
22,37,63,1,REC,EC,R,MU
22,37,63,2,REC,EC,R,SU
22,37,64,1,REC,EC,R,MU
22,37,64,2,REC,EC,R,SU
22,37,66,1,RMH,HC,R,SU
22,37,66,2,RMH,HC,R,SU
22,37,66,3,RMH,HC,R,MU
22,37,66,4,RMH,HC,R,SU
22,37,68,1,RMH,HC,R,MU
22,37,69,1,RMH,HC,R,MU
22,37,69,2,RMH,HC,R,MU
22,37,69,3,RMH,HC,R,MU
22,37,70,1,RMH,HC,R,MU
22,37,70,2,RMH,HC,R,MU
22,37,72,1,RMH,HC,R,MU
22,37,73,1,RPHC,PHC,R,MU
22,37,74,1,RPHC,PHC,R,MU
22,37,78,1,RPHC,PHC,R,MU
22,37,79,1,RPHC,PHC,R,SU
22,37,79,2,RPHC,PHC,R,MU
22,37,80,1,RPHC,PHC,R,MU
23,37,1,1,LA,AM,L,MU
23,37,1,2,LA,AM,L,MU
23,37,1,3,LA,AM,L,SU
23,37,1,4,LA,AM,L,SU
23,37,3,1,LA,AM,L,SU
23,37,3,2,LA,AM,L,MU
23,37,3,3,LA,AM,L,SU
23,37,3,4,LA,AM,L,SU
23,37,3,5,LA,AM,L,SU
23,37,3,6,LA,AM,L,MU
23,37,5,1,LA,AM,L,MU
23,37,5,2,LA,AM,L,SU
23,37,5,3,LA,AM,L,MU
23,37,6,1,LA,AM,L,MU
23,37,6,2,LA,AM,L,SU
23,37,6,3,LA,AM,L,SU
23,37,7,1,LA,AM,L,MU
23,37,7,2,LA,AM,L,MU
23,37,7,3,LA,AM,L,SU
23,37,8,1,LA,AM,L,MU
23,37,8,2,LA,AM,L,MU
23,37,9,1,LAH,HC,L,MU
23,37,10,3,LAH,HC,L,SU
23,37,12,1,LAH,HC,L,MU
23,37,12,2,LAH,HC,L,SU
23,37,12,4,LAH,HC,L,SU
23,37,12,5,LAH,HC,L,SU
23,37,15,1,LAH,HC,L,SU
23,37,15,2,LAH,HC,L,MU
23,37,15,3,LAH,HC,L,SU
23,37,15,4,LAH,HC,L,SU
23,37,15,5,LAH,HC,L,SU
23,37,16,1,LAH,HC,L,SU
23,37,16,2,LAH,HC,L,MU
23,37,16,3,LAH,HC,L,SU
23,37,17,1,LEC,EC,L,MU
23,37,17,2,LEC,EC,L,SU
23,37,17,3,LEC,EC,L,MU
23,37,18,1,LEC,EC,L,MU
23,37,18,2,LEC,EC,L,SU
23,37,18,3,LEC,EC,L,SU
23,37,18,4,LEC,EC,L,SU
23,37,19,1,LEC,EC,L,MU
23,37,19,2,LEC,EC,L,SU
23,37,19,3,LEC,EC,L,MU
23,37,19,4,LEC,EC,L,SU
23,37,19,5,LEC,EC,L,SU
23,37,19,6,LEC,EC,L,SU
23,37,21,1,LEC,EC,L,MU
23,37,21,2,LEC,EC,L,SU
23,37,22,1,LEC,EC,L,MU
23,37,22,2,LEC,EC,L,SU
23,37,22,4,LEC,EC,L,SU
23,37,23,1,LEC,EC,L,MU
23,37,23,2,LEC,EC,L,MU
23,37,23,3,LEC,EC,L,MU
23,37,23,4,LEC,EC,L,SU
23,37,24,1,LEC,EC,L,MU
23,37,24,2,LEC,EC,L,SU
23,37,25,1,LMH,HC,L,MU
23,37,33,1,LPHC,PHC,L,MU
23,37,34,1,LPHC,PHC,L,MU
23,37,34,2,LPHC,PHC,L,SU
23,37,35,1,LPHC,PHC,L,MU
23,37,35,2,LPHC,PHC,L,MU
23,37,35,3,LPHC,PHC,L,MU
23,37,36,1,LPHC,PHC,L,MU
23,37,37,1,LPHC,PHC,L,SU
23,37,37,2,LPHC,PHC,L,MU
23,37,38,1,LPHC,PHC,L,MU
23,37,39,1,LPHC,PHC,L,MU
23,37,40,1,LPHC,PHC,L,MU
23,37,40,2,LPHC,PHC,L,SU
23,37,49,1,RAH,HC,R,MU
23,37,49,2,RAH,HC,R,SU
23,37,50,1,RAH,HC,R,MU
23,37,51,1,RAH,HC,R,MU
23,37,54,1,RAH,HC,R,SU
23,37,55,1,RAH,HC,R,MU
23,37,57,1,REC,EC,R,MU
23,37,58,1,REC,EC,R,MU
23,37,58,2,REC,EC,R,SU
23,37,59,1,REC,EC,R,SU
23,37,59,2,REC,EC,R,MU
23,37,61,1,REC,EC,R,SU
23,37,61,2,REC,EC,R,SU
23,37,62,1,REC,EC,R,MU
23,37,63,1,REC,EC,R,MU
23,37,63,2,REC,EC,R,MU
23,37,64,1,REC,EC,R,MU
23,37,65,1,RMH,HC,R,MU
23,37,65,2,RMH,HC,R,MU
23,37,65,3,RMH,HC,R,SU
23,37,66,1,RMH,HC,R,MU
23,37,66,2,RMH,HC,R,MU
23,37,66,3,RMH,HC,R,SU
23,37,68,1,RMH,HC,R,MU
23,37,68,2,RMH,HC,R,SU
23,37,69,1,RMH,HC,R,SU
23,37,70,1,RMH,HC,R,MU
23,37,70,2,RMH,HC,R,SU
23,37,70,3,RMH,HC,R,SU
23,37,72,1,RMH,HC,R,MU
23,37,72,2,RMH,HC,R,MU
23,37,73,1,RPHC,PHC,R,MU
23,37,74,1,RPHC,PHC,R,SU
23,37,74,2,RPHC,PHC,R,SU
23,37,78,1,RPHC,PHC,R,MU
23,37,79,2,RPHC,PHC,R,SU
23,37,80,1,RPHC,PHC,R,SU
23,37,80,2,RPHC,PHC,R,SU
24,37,1,1,LA,AM,L,MU
24,37,3,1,LA,AM,L,SU
24,37,3,2,LA,AM,L,MU
24,37,3,3,LA,AM,L,SU
24,37,3,4,LA,AM,L,SU
24,37,6,1,LA,AM,L,MU
24,37,7,1,LA,AM,L,MU
24,37,7,2,LA,AM,L,MU
24,37,8,1,LA,AM,L,MU
24,37,8,2,LA,AM,L,MU
24,37,9,1,LAH,HC,L,MU
24,37,9,2,LAH,HC,L,MU
24,37,9,3,LAH,HC,L,SU
24,37,10,1,LAH,HC,L,MU
24,37,10,2,LAH,HC,L,MU
24,37,12,3,LAH,HC,L,SU
24,37,14,1,LAH,HC,L,MU
24,37,14,2,LAH,HC,L,MU
24,37,14,3,LAH,HC,L,SU
24,37,15,1,LAH,HC,L,MU
24,37,15,2,LAH,HC,L,SU
24,37,15,3,LAH,HC,L,SU
24,37,16,1,LAH,HC,L,MU
24,37,16,2,LAH,HC,L,SU
24,37,33,1,LPHC,PHC,L,MU
24,37,33,2,LPHC,PHC,L,MU
24,37,33,3,LPHC,PHC,L,SU
24,37,33,4,LPHC,PHC,L,SU
24,37,35,1,LPHC,PHC,L,SU
24,37,35,2,LPHC,PHC,L,SU
24,37,35,3,LPHC,PHC,L,MU
24,37,37,1,LPHC,PHC,L,MU
24,37,37,2,LPHC,PHC,L,SU
24,37,37,3,LPHC,PHC,L,MU
24,37,37,4,LPHC,PHC,L,SU
24,37,39,1,LPHC,PHC,L,MU
24,37,46,1,RA,AM,R,MU
24,37,46,2,RA,AM,R,SU
24,37,50,1,RAH,HC,R,MU
24,37,51,1,RAH,HC,R,MU
24,37,52,1,RAH,HC,R,MU
24,37,53,1,RAH,HC,R,MU
24,37,54,1,RAH,HC,R,MU
24,37,55,1,RAH,HC,R,MU
24,37,57,1,REC,EC,R,MU
24,37,57,2,REC,EC,R,MU
24,37,57,3,REC,EC,R,MU
24,37,58,1,REC,EC,R,MU
24,37,61,1,REC,EC,R,SU
24,37,61,2,REC,EC,R,MU
24,37,61,3,REC,EC,R,MU
24,37,62,1,REC,EC,R,MU
24,37,63,1,REC,EC,R,MU
24,37,63,2,REC,EC,R,SU
24,37,63,3,REC,EC,R,MU
24,37,64,1,REC,EC,R,SU
24,37,64,2,REC,EC,R,MU
24,37,64,3,REC,EC,R,SU
24,37,64,4,REC,EC,R,SU
24,37,65,1,RMH,HC,R,SU
24,37,65,2,RMH,HC,R,MU
24,37,65,3,RMH,HC,R,MU
24,37,66,1,RMH,HC,R,MU
24,37,66,2,RMH,HC,R,MU
24,37,67,1,RMH,HC,R,MU
24,37,68,1,RMH,HC,R,MU
24,37,68,2,RMH,HC,R,SU
24,37,68,3,RMH,HC,R,SU
24,37,69,1,RMH,HC,R,SU
24,37,69,2,RMH,HC,R,MU
24,37,69,3,RMH,HC,R,SU
24,37,70,1,RMH,HC,R,MU
24,37,72,1,RMH,HC,R,MU
24,37,73,1,RPHC,PHC,R,MU
24,37,74,1,RPHC,PHC,R,SU
24,37,74,2,RPHC,PHC,R,MU
24,37,76,1,RPHC,PHC,R,MU
24,37,77,1,RPHC,PHC,R,MU
24,37,79,1,RPHC,PHC,R,SU
25,37,1,1,LA,AM,L,MU
25,37,1,2,LA,AM,L,SU
25,37,2,3,LA,AM,L,SU
25,37,3,1,LA,AM,L,SU
25,37,3,2,LA,AM,L,MU
25,37,3,3,LA,AM,L,SU
25,37,3,4,LA,AM,L,SU
25,37,4,1,LA,AM,L,MU
25,37,4,3,LA,AM,L,SU
25,37,7,1,LA,AM,L,MU
25,37,7,2,LA,AM,L,SU
25,37,7,3,LA,AM,L,MU
25,37,9,1,LAH,HC,L,MU
25,37,9,2,LAH,HC,L,MU
25,37,9,3,LAH,HC,L,SU
25,37,10,1,LAH,HC,L,MU
25,37,12,1,LAH,HC,L,SU
25,37,12,2,LAH,HC,L,SU
25,37,12,3,LAH,HC,L,SU
25,37,12,4,LAH,HC,L,SU
25,37,14,1,LAH,HC,L,MU
25,37,14,3,LAH,HC,L,SU
25,37,15,1,LAH,HC,L,MU
25,37,15,2,LAH,HC,L,MU
25,37,15,3,LAH,HC,L,SU
25,37,16,1,LAH,HC,L,SU
25,37,16,2,LAH,HC,L,MU
25,37,16,3,LAH,HC,L,SU
25,37,18,1,LEC,EC,L,MU
25,37,18,2,LEC,EC,L,MU
25,37,18,3,LEC,EC,L,MU
25,37,18,4,LEC,EC,L,MU
25,37,19,1,LEC,EC,L,MU
25,37,21,1,LEC,EC,L,MU
25,37,22,1,LEC,EC,L,MU
25,37,24,1,LEC,EC,L,MU
25,37,33,1,LPHC,PHC,L,MU
25,37,33,2,LPHC,PHC,L,SU
25,37,33,3,LPHC,PHC,L,SU
25,37,35,1,LPHC,PHC,L,MU
25,37,35,2,LPHC,PHC,L,SU
25,37,35,3,LPHC,PHC,L,SU
25,37,35,4,LPHC,PHC,L,MU
25,37,35,5,LPHC,PHC,L,SU
25,37,37,1,LPHC,PHC,L,SU
25,37,37,2,LPHC,PHC,L,MU
25,37,42,1,RA,AM,R,MU
25,37,45,1,RA,AM,R,MU
25,37,46,1,RA,AM,R,MU
25,37,48,1,RA,AM,R,MU
25,37,49,1,RAH,HC,R,MU
25,37,52,1,RAH,HC,R,MU
25,37,55,1,RAH,HC,R,MU
25,37,56,1,RAH,HC,R,MU
25,37,57,1,REC,EC,R,MU
25,37,58,1,REC,EC,R,MU
25,37,58,2,REC,EC,R,SU
25,37,58,3,REC,EC,R,MU
25,37,60,1,REC,EC,R,MU
25,37,60,2,REC,EC,R,MU
25,37,60,3,REC,EC,R,SU
25,37,61,1,REC,EC,R,MU
25,37,61,2,REC,EC,R,MU
25,37,62,1,REC,EC,R,MU
25,37,63,1,REC,EC,R,MU
25,37,63,2,REC,EC,R,SU
25,37,63,3,REC,EC,R,MU
25,37,64,1,REC,EC,R,MU
25,37,64,2,REC,EC,R,MU
25,37,64,3,REC,EC,R,SU
25,37,64,4,REC,EC,R,SU
25,37,65,1,RMH,HC,R,SU
25,37,65,2,RMH,HC,R,MU
25,37,66,1,RMH,HC,R,SU
25,37,66,2,RMH,HC,R,MU
25,37,66,3,RMH,HC,R,MU
